Date,Temperature moyenne (°C),Precipitation (mm),Humidite moyenne (%)
2015-02-08,7.7771664,0.0,79.24732
2015-02-09,8.968835,0.4,80.2338
2015-02-10,10.400083,1.3,84.929115
2015-02-11,9.775084,0.90000004,89.582115
2015-02-12,10.195916,3.0,90.52988
2015-02-13,10.112582,0.0,85.36797
2015-02-14,9.902167,0.0,81.88424
2015-02-15,10.945916,0.2,86.339455
2015-02-16,11.414665,0.3,84.379906
2015-02-17,8.956334,8.1,85.25613
2015-02-18,8.693833,1.8000001,81.10247
2015-02-19,11.631333,0.1,66.87758
2015-02-20,10.502166,0.2,77.905334
2015-02-21,9.958417,2.3,87.241005
2015-02-22,11.343834,0.0,81.739815
2015-02-23,11.285499,0.0,83.663506
2015-02-24,11.489666,0.0,79.49416
2015-02-25,9.979251,0.0,77.48025
2015-02-26,10.575084,0.0,81.20414
2015-02-27,11.681333,0.1,84.02848
2015-02-28,12.443832,0.0,82.57153
2015-03-01,12.777165,0.0,82.31531
2015-03-02,13.577165,0.0,85.657135
2015-03-03,13.383418,0.0,85.687065
2015-03-04,13.750083,0.0,86.53936
2015-03-05,15.675083,0.0,78.78432
2015-03-06,17.525084,0.0,67.90419
2015-03-07,17.114664,0.0,68.14181
2015-03-08,15.064667,0.0,77.432945
2015-03-09,15.108415,0.0,74.06884
2015-03-10,15.360497,0.0,69.14429
2015-03-11,15.512582,0.0,72.56902
2015-03-12,13.641747,0.0,80.0435
2015-03-13,12.8584175,0.0,76.15236
2015-03-14,12.500083,0.0,81.115074
2015-03-15,12.335499,0.0,75.77255
2015-03-16,12.835499,0.0,74.66384
2015-03-17,11.029248,1.5000001,80.33447
2015-03-18,10.983417,7.1999993,80.74764
2015-03-19,10.954249,2.5,79.3495
2015-03-20,11.310501,0.70000005,75.904854
2015-03-21,11.883418,5.2999997,83.27137
2015-03-22,12.566749,8.599999,88.18644
2015-03-23,11.245914,13.400001,92.943855
2015-03-24,9.250085,26.699999,90.45394
2015-03-25,10.468834,7.7,83.46163
2015-03-26,11.370915,0.0,73.38929
2015-03-27,12.981334,0.0,81.144966
2015-03-28,14.737582,0.0,84.48282
2015-03-29,16.343832,0.0,82.446594
2015-03-30,15.712581,0.0,80.424706
2015-03-31,16.400082,0.0,80.70598
2015-04-01,18.283415,0.0,82.87029
2015-04-02,19.464666,0.0,83.83255
2015-04-03,19.823,0.0,83.40229
2015-04-04,19.347998,2.8999999,80.969154
2015-04-05,15.912583,0.1,79.2196
2015-04-06,14.920917,3.3000002,84.73844
2015-04-07,15.862583,0.0,81.45784
2015-04-08,15.137582,2.2,82.77305
2015-04-09,15.616749,0.6,77.14402
2015-04-10,15.287582,3.6999998,81.70788
2015-04-11,15.275081,6.1,80.2441
2015-04-12,16.356333,0.0,73.59794
2015-04-13,17.537584,0.0,76.6885
2015-04-14,16.579248,9.3,78.82223
2015-04-15,16.070917,4.7,78.50621
2015-04-16,15.664666,0.1,77.36347
2015-04-17,14.995917,0.0,81.690834
2015-04-18,15.848,0.0,79.403564
2015-04-19,15.300083,0.0,74.93423
2015-04-20,15.14383,0.0,75.23098
2015-04-21,16.220919,0.0,80.78422
2015-04-22,16.735498,0.0,76.7792
2015-04-23,16.545918,0.0,80.50764
2015-04-24,15.987582,0.0,82.108315
2015-04-25,16.3355,0.0,74.31426
2015-04-26,16.314665,0.0,77.69064
2015-04-27,15.479249,0.0,73.30346
2015-04-28,15.133416,0.0,74.88857
2015-04-29,16.450083,0.0,73.35389
2015-04-30,17.191748,0.0,71.26191
2015-05-01,19.1855,0.0,68.15752
2015-05-02,21.21675,0.0,64.402016
2015-05-03,21.004251,0.0,65.3028
2015-05-04,19.891748,0.0,67.61909
2015-05-05,17.954245,0.3,81.67449
2015-05-06,18.956331,0.0,69.77829
2015-05-07,19.9855,0.0,66.84255
2015-05-08,18.60425,0.0,74.04178
2015-05-09,19.523,0.0,71.87124
2015-05-10,21.348,0.0,66.76388
2015-05-11,22.63133,0.0,66.05877
2015-05-12,27.008415,0.0,50.363743
2015-05-13,29.100084,0.0,30.237928
2015-05-14,24.218834,0.0,54.289978
2015-05-15,19.625082,0.0,68.60585
2015-05-16,20.512583,0.0,62.368637
2015-05-17,22.645914,0.0,64.84567
2015-05-18,22.004251,0.0,64.13634
2015-05-19,19.079252,0.0,72.527504
2015-05-20,18.814667,0.0,66.95293
2015-05-21,19.918833,0.0,68.380714
2015-05-22,20.775084,0.3,59.264637
2015-05-23,19.34175,0.0,70.109436
2015-05-24,17.998,7.4999995,73.84417
2015-05-25,17.700083,8.5,77.08947
2015-05-26,19.800081,0.0,63.99998
2015-05-27,22.566751,0.0,55.956585
2015-05-28,22.202166,0.1,62.019215
2015-05-29,20.181332,4.8,72.93694
2015-05-30,20.948,0.0,74.69352
2015-05-31,20.262583,0.2,76.885445
2015-06-01,20.02925,0.1,74.02215
2015-06-02,22.806334,0.0,66.87744
2015-06-03,25.087584,0.4,59.94957
2015-06-04,25.058416,0.0,62.3682
2015-06-05,25.639664,0.0,62.531235
2015-06-06,27.985502,1.4000001,46.844807
2015-06-07,28.123,1.6,42.698837
2015-06-08,22.452166,0.0,65.618706
2015-06-09,21.42092,0.4,73.79589
2015-06-10,20.935497,0.1,72.56073
2015-06-11,19.558413,0.8,73.39489
2015-06-12,19.062584,0.0,69.27588
