Date,Temperature moyenne (°C),Precipitation (mm),Humidite moyenne (%)
2015-06-13,17.918833,1.8000002,73.20167
2015-06-14,17.837584,0.0,65.86105
2015-06-15,17.937582,0.3,69.274155
2015-06-16,19.147999,0.0,69.15901
2015-06-17,21.737581,0.0,62.182133
2015-06-18,23.898,0.0,51.02004
2015-06-19,23.962584,0.0,57.252148
2015-06-20,23.593832,0.0,64.896126
2015-06-21,22.79383,0.0,67.24978
2015-06-22,22.135498,0.0,66.95658
2015-06-23,20.372997,0.0,72.66983
2015-06-24,20.404247,0.0,71.22641
2015-06-25,20.88758,0.0,72.434166
2015-06-26,24.170916,0.0,67.27325
2015-06-27,26.935501,0.0,59.621967
2015-06-28,26.69175,0.0,61.775818
2015-06-29,24.99175,0.0,69.38021
2015-06-30,23.40425,0.0,71.11732
2015-07-01,21.90425,0.0,73.58323
2015-07-02,22.20008,0.0,70.40729
2015-07-03,22.989664,0.0,68.407936
2015-07-04,24.03758,0.0,74.136475
2015-07-05,25.602167,0.0,72.499344
2015-07-06,28.075083,0.0,63.704742
2015-07-07,27.864668,0.0,61.689087
2015-07-08,26.095915,0.0,67.84536
2015-07-09,24.356337,0.0,69.535095
2015-07-10,22.5355,0.0,70.61759
2015-07-11,24.060501,0.0,66.912605
2015-07-12,25.36675,0.0,67.74736
2015-07-13,26.823,0.0,63.438007
2015-07-14,27.998001,0.0,57.229168
2015-07-15,28.025084,0.0,60.18546
2015-07-16,28.068834,0.8,63.447834
2015-07-17,26.460497,0.0,67.33818
2015-07-18,25.097998,0.0,71.235146
2015-07-19,25.25633,0.0,70.830696
2015-07-20,26.52925,0.0,63.965805
2015-07-21,27.479248,0.0,62.686466
2015-07-22,28.316751,0.0,57.121037
2015-07-23,26.714668,0.0,61.71959
2015-07-24,23.562582,0.0,72.69967
2015-07-25,23.520918,0.0,74.349014
2015-07-26,23.814667,0.0,69.49903
2015-07-27,25.327164,0.0,67.31731
2015-07-28,25.743835,0.0,69.248634
2015-07-29,24.652166,0.0,70.76144
2015-07-30,24.154253,0.0,73.993805
2015-07-31,23.402163,0.0,75.21677
2015-08-01,23.529245,0.0,69.82618
2015-08-02,24.062582,0.0,71.772896
2015-08-03,23.647995,0.0,71.06043
2015-08-04,24.250084,0.0,72.3559
2015-08-05,25.581337,0.0,71.26476
2015-08-06,27.668833,0.0,65.608055
2015-08-07,27.145918,0.0,67.2644
2015-08-08,27.223,0.0,65.8146
2015-08-09,28.343834,0.0,62.919296
2015-08-10,28.464668,0.3,57.34186
2015-08-11,26.285501,0.0,63.916668
2015-08-12,26.116747,0.0,58.79483
2015-08-13,24.570915,0.0,66.36715
2015-08-14,21.8355,0.0,66.88113
2015-08-15,20.679249,0.0,70.93151
2015-08-16,21.275084,0.0,73.81634
2015-08-17,22.008415,0.0,76.296234
2015-08-18,21.906332,0.0,68.55533
2015-08-19,22.391747,0.0,73.66857
2015-08-20,23.039665,0.0,74.815735
2015-08-21,23.260498,0.0,75.76467
2015-08-22,21.883415,0.0,73.199745
2015-08-23,21.908415,0.0,68.52782
2015-08-24,21.218832,0.0,68.06658
2015-08-25,21.864664,0.0,71.716736
2015-08-26,22.131332,0.0,71.36778
2015-08-27,22.797998,0.0,77.60582
2015-08-28,25.19175,0.0,72.616135
2015-08-29,30.29592,1.5,48.36148
2015-08-30,26.066748,0.0,70.91944
2015-08-31,23.985498,0.0,75.83329
2015-09-01,22.864668,0.0,73.684944
2015-09-02,21.391747,0.0,73.71297
2015-09-03,20.243834,0.0,62.479168
2015-09-04,19.297998,0.0,67.11829
2015-09-05,19.75633,0.0,71.154526
2015-09-06,20.700083,0.0,72.2004
2015-09-07,21.068832,0.0,72.28479
2015-09-08,20.700083,0.0,74.04716
2015-09-09,20.897999,0.0,80.42171
2015-09-10,22.285498,0.0,75.77176
2015-09-11,21.556334,0.0,76.87569
2015-09-12,20.789663,0.0,73.131485
2015-09-13,20.335497,0.0,74.65589
2015-09-14,20.422998,0.0,72.332214
2015-09-15,19.989664,0.0,74.54963
2015-09-16,19.993832,0.0,73.636536
2015-09-17,19.762583,0.0,77.235725
2015-09-18,20.172998,0.0,65.905556
2015-09-19,21.881332,0.0,69.4457
2015-09-20,22.764666,0.0,74.09279
2015-09-21,25.258413,0.0,60.33933
2015-09-22,25.514664,0.0,48.002537
2015-09-23,22.8105,0.3,60.040417
2015-09-24,21.293833,0.2,76.026375
2015-09-25,20.581331,0.0,76.089066
2015-09-26,20.460499,0.0,76.08605
2015-09-27,21.341751,0.0,75.378365
2015-09-28,21.312582,2.1000001,77.08885
2015-09-29,20.293833,6.0999994,77.61259
2015-09-30,20.272997,0.2,76.964
2015-10-01,21.173,0.0,71.29
2015-10-02,21.577166,0.0,62.35442
2015-10-03,21.950083,0.0,69.66338
2015-10-04,25.847998,0.0,48.36501
2015-10-05,24.954248,0.0,54.615047
2015-10-06,22.7105,0.0,68.1035
2015-10-07,20.21675,0.1,78.58937
2015-10-08,17.945915,0.0,67.53483
2015-10-09,17.102165,0.0,66.329994
2015-10-10,18.2855,2.3000002,71.121376
2015-10-11,20.612583,0.2,77.244865
2015-10-12,20.339664,0.1,75.76749
2015-10-13,19.72925,0.0,73.807625
2015-10-14,19.110502,0.6,74.74181
2015-10-15,19.210497,0.0,78.70149
2015-10-16,20.810501,0.0,72.45904
2015-10-17,21.339666,5.5999994,66.16233
2015-10-18,19.620914,9.800002,81.592186
2015-10-19,19.579248,5.2000003,76.082436
2015-10-20,19.787582,1.4000001,65.728134
2015-10-21,19.410501,0.8,74.546684
2015-10-22,20.02508,0.0,73.586655
2015-10-23,20.066748,0.0,73.12052
2015-10-24,19.473,2.5,77.47524
2015-10-25,19.633413,5.4,76.464195
2015-10-26,18.827166,10.200001,84.90555
2015-10-27,18.031332,1.1,81.91838
2015-10-28,17.379248,0.0,75.375595
2015-10-29,17.358416,0.0,75.55479
